Threads, Array Size, Test, Time
2, 5000, testReduceHeavyWorker,    8.011
4, 5000, testReduceHeavyWorker,    4.019
8, 5000, testReduceHeavyWorker,    2.129
16, 5000, testReduceHeavyWorker,    1.197
32, 5000, testReduceHeavyWorker,    0.826
64, 5000, testReduceHeavyWorker,    0.721
128, 5000, testReduceHeavyWorker,    1.201
