Threads, Array Size, Test, Time
1, 20000, testFarmHeavyWorkerSmallNumberOfWorkers,   30.229
1, 20000, testFarmHeavyWorkerMediumNumberOfWorkers,   30.189
1, 20000, testFarmHeavyWorkerLargeNumberOfWorkers,   30.203
