Threads, Array Size, Test, Time
1, 2000, testScanHeavyWorker,   18.439
2, 2000, testScanHeavyWorker,    9.240
4, 2000, testScanHeavyWorker,    5.323
8, 2000, testScanHeavyWorker,    2.808
16, 2000, testScanHeavyWorker,    1.637
32, 2000, testScanHeavyWorker,    0.974
64, 2000, testScanHeavyWorker,    0.569
128, 2000, testScanHeavyWorker,    0.498
